time,ax,ay,az,wx,wy,wz,Activity
1.046,0.1515,-0.1181,-0.1994,0.0898,0.0157,-0.0232,STANDING
1.047,0.1515,-0.1181,-0.1994,0.0898,0.0157,-0.0232,STANDING
1.048,0.0155,0.0522,-0.2144,0.0898,0.0157,-0.0232,STANDING
1.048,0.0155,0.0522,-0.2144,0.0898,0.0157,-0.0232,STANDING
1.049,0.0155,0.0522,-0.2144,-0.0061,0.0157,0.0141,STANDING
1.049,0.0155,0.0522,-0.2144,-0.0061,0.0157,0.0141,STANDING
1.101,0.0155,0.0522,-0.2144,-0.0061,0.0157,0.0141,STANDING
1.103,0.0155,0.0522,-0.2144,-0.0061,0.0157,0.0141,STANDING
1.104,0.0155,0.0522,-0.2144,-0.0061,0.0157,0.0141,STANDING
1.161,0.0155,0.0522,-0.2144,-0.0061,0.0157,0.0141,STANDING
1.214,0.0155,0.0522,-0.2144,-0.0061,0.0157,0.0141,STANDING
1.214,0.0155,0.0522,-0.2144,-0.0061,0.0157,0.0141,STANDING
1.216,0.0155,0.0522,-0.2144,-0.0061,0.0157,0.0141,STANDING
1.279,-0.0521,0.2269,-0.0525,-0.0873,-0.0869,0.0068,STANDING
1.338,-0.0521,0.2269,-0.0525,-0.0873,-0.0869,0.0068,STANDING
1.409,-0.0008,-0.0584,-0.1315,-0.0329,0.0138,0.0007,STANDING
1.409,-0.0008,-0.0584,-0.1315,-0.0329,0.0138,0.0007,STANDING
1.41,-0.0008,-0.0584,-0.1315,-0.0329,0.0138,0.0007,STANDING
1.514,-0.0008,-0.0584,-0.1315,-0.0329,0.0138,0.0007,STANDING
1.516,-0.0008,-0.0584,-0.1315,-0.0329,0.0138,0.0007,STANDING
1.516,-0.0008,-0.0584,-0.1315,-0.0329,0.0138,0.0007,STANDING
1.517,-0.0008,-0.0584,-0.1315,-0.0329,0.0138,0.0007,STANDING
1.575,-0.0008,-0.0584,-0.1315,-0.0329,0.0138,0.0007,STANDING
1.575,-0.0775,-0.1236,0.0487,-0.0329,0.0138,0.0007,STANDING
1.576,-0.0775,-0.1236,0.0487,0.0288,-0.0259,-0.0164,STANDING
1.577,-0.0775,-0.1236,0.0487,0.0288,-0.0259,-0.0164,STANDING
1.578,-0.0775,-0.1236,0.0487,0.0288,-0.0259,-0.0164,STANDING
1.638,-0.0775,-0.1236,0.0487,0.0288,-0.0259,-0.0164,STANDING
1.638,-0.0775,-0.1236,0.0487,0.0288,-0.0259,-0.0164,STANDING
1.702,-0.0775,-0.1236,0.0487,0.0288,-0.0259,-0.0164,STANDING
1.702,-0.0775,-0.1236,0.0487,0.0288,-0.0259,-0.0164,STANDING
1.703,-0.0775,-0.1236,0.0487,0.0288,-0.0259,-0.0164,STANDING
1.704,-0.0775,-0.1236,0.0487,0.0288,-0.0259,-0.0164,STANDING
1.823,0.1077,0.0657,-0.0095,0.0196,0.0352,-0.0201,STANDING
1.824,0.1077,0.0657,-0.0095,0.0196,0.0352,-0.0201,STANDING
1.883,0.1077,0.0657,-0.0095,0.0196,0.0352,-0.0201,STANDING
1.943,0.1077,0.0657,-0.0095,0.0196,0.0352,-0.0201,STANDING
1.944,0.1077,0.0657,-0.0095,0.0196,0.0352,-0.0201,STANDING
1.945,0.0634,0.103,-0.06,0.0196,0.0352,-0.0201,STANDING
1.947,0.0634,0.103,-0.06,-0.0281,0.0175,0.0068,STANDING
1.947,0.0634,0.103,-0.06,-0.0281,0.0175,0.0068,STANDING
2.004,0.0634,0.103,-0.06,-0.0281,0.0175,0.0068,STANDING
2.056,0.0634,0.103,-0.06,-0.0281,0.0175,0.0068,STANDING
2.122,0.0634,0.103,-0.06,-0.0281,0.0175,0.0068,STANDING
2.123,0.0175,0.0633,-0.1399,-0.0653,-0.0112,0.0062,STANDING
2.123,0.0175,0.0633,-0.1399,-0.0653,-0.0112,0.0062,STANDING
2.177,0.0175,0.0633,-0.1399,-0.0653,-0.0112,0.0062,STANDING
2.178,0.0175,0.0633,-0.1399,-0.0653,-0.0112,0.0062,STANDING
2.238,0.0175,0.0633,-0.1399,-0.0653,-0.0112,0.0062,STANDING
2.298,0.0175,0.0633,-0.1399,-0.0653,-0.0112,0.0062,STANDING
2.299,0.0243,0.0364,0.0364,-0.0653,-0.0112,0.0062,STANDING
2.299,0.0243,0.0364,0.0364,-0.0653,-0.0112,0.0062,STANDING
2.356,0.0243,0.0364,0.0364,-0.0061,0.0114,0.0147,STANDING
2.356,0.0243,0.0364,0.0364,-0.0061,0.0114,0.0147,STANDING
2.416,0.0243,0.0364,0.0364,-0.0061,0.0114,0.0147,STANDING
2.416,0.0243,0.0364,0.0364,-0.0061,0.0114,0.0147,STANDING
2.417,0.0243,0.0364,0.0364,-0.0061,0.0114,0.0147,STANDING
2.417,0.0243,0.0364,0.0364,-0.0061,0.0114,0.0147,STANDING
2.485,-0.0106,-0.0944,0.0742,0.0422,-0.0301,0.0166,STANDING
2.485,-0.0106,-0.0944,0.0742,0.0422,-0.0301,0.0166,STANDING
2.486,-0.0106,-0.0944,0.0742,0.0422,-0.0301,0.0166,STANDING
2.544,-0.0106,-0.0944,0.0742,0.0422,-0.0301,0.0166,STANDING
2.6,-0.0106,-0.0944,0.0742,0.0422,-0.0301,0.0166,STANDING
2.601,-0.0106,-0.0944,0.0742,0.0422,-0.0301,0.0166,STANDING
2.601,-0.0106,-0.0944,0.0742,0.0422,-0.0301,0.0166,STANDING
2.658,-0.0225,-0.0726,0.0137,0.0007,0.0364,-0.0018,STANDING
2.724,-0.0225,-0.0726,0.0137,0.0007,0.0364,-0.0018,STANDING
2.725,-0.0225,-0.0726,0.0137,0.0007,0.0364,-0.0018,STANDING
2.725,-0.0225,-0.0726,0.0137,0.0007,0.0364,-0.0018,STANDING
2.781,-0.0225,-0.0726,0.0137,0.0007,0.0364,-0.0018,STANDING
2.848,-0.0225,-0.0726,0.0137,0.0007,0.0364,-0.0018,STANDING
2.851,0.0624,-0.036,0.0538,-0.0036,0.0138,0.008,STANDING
2.896,0.0624,-0.036,0.0538,-0.0036,0.0138,0.008,STANDING
2.898,0.0624,-0.036,0.0538,-0.0036,0.0138,0.008,STANDING
2.964,0.0624,-0.036,0.0538,-0.0036,0.0138,0.008,STANDING
2.965,0.0624,-0.036,0.0538,-0.0036,0.0138,0.008,STANDING
3.025,0.0624,-0.036,0.0538,-0.0036,0.0138,0.008,STANDING
3.027,0.0624,-0.036,0.0538,-0.0036,0.0138,0.008,STANDING
3.028,0.0624,-0.036,0.0538,-0.0036,0.0138,0.008,STANDING
3.028,0.0144,0.0772,-0.0538,-0.0036,0.0138,0.008,STANDING
3.03,0.0144,0.0772,-0.0538,0.0239,-0.0008,0.0074,STANDING
3.03,0.0144,0.0772,-0.0538,0.0239,-0.0008,0.0074,STANDING
3.078,0.0144,0.0772,-0.0538,0.0239,-0.0008,0.0074,STANDING
3.145,0.0144,0.0772,-0.0538,0.0239,-0.0008,0.0074,STANDING
3.145,0.0144,0.0772,-0.0538,0.0239,-0.0008,0.0074,STANDING
3.146,0.0144,0.0772,-0.0538,0.0239,-0.0008,0.0074,STANDING
3.198,0.0144,0.0772,-0.0538,0.0239,-0.0008,0.0074,STANDING
3.199,0.0144,0.0772,-0.0538,0.0239,-0.0008,0.0074,STANDING
3.2,0.0507,-0.007,0.089,0.0165,-0.0362,-0.028,STANDING
3.201,0.0507,-0.007,0.089,0.0165,-0.0362,-0.028,STANDING
3.265,0.0507,-0.007,0.089,0.0165,-0.0362,-0.028,STANDING
3.266,0.0507,-0.007,0.089,0.0165,-0.0362,-0.028,STANDING
3.267,0.0507,-0.007,0.089,0.0165,-0.0362,-0.028,STANDING
3.326,0.0507,-0.007,0.089,0.0165,-0.0362,-0.028,STANDING
3.326,0.0507,-0.007,0.089,0.0165,-0.0362,-0.028,STANDING
3.327,0.0507,-0.007,0.089,0.0165,-0.0362,-0.028,STANDING
3.328,0.0507,-0.007,0.089,0.0165,-0.0362,-0.028,STANDING
3.376,0.0507,-0.007,0.089,0.0165,-0.0362,-0.028,STANDING
3.386,0.0507,-0.007,0.089,0.0165,-0.0362,-0.028,STANDING
3.388,-0.0405,0.0325,0.0632,0.0165,-0.0362,-0.028,STANDING
3.389,-0.0405,0.0325,0.0632,-0.014,-0.0136,0.0031,STANDING
3.448,-0.0405,0.0325,0.0632,-0.014,-0.0136,0.0031,STANDING
3.449,-0.0405,0.0325,0.0632,-0.014,-0.0136,0.0031,STANDING
3.499,-0.0405,0.0325,0.0632,-0.014,-0.0136,0.0031,STANDING
3.5,-0.0405,0.0325,0.0632,-0.014,-0.0136,0.0031,STANDING
3.567,-0.0405,0.0325,0.0632,-0.0329,0.0151,0.0013,STANDING
3.57,0.0596,0.0311,-0.0661,-0.0329,0.0151,0.0013,STANDING
3.62,0.0596,0.0311,-0.0661,-0.0329,0.0151,0.0013,STANDING
3.677,0.0596,0.0311,-0.0661,-0.0329,0.0151,0.0013,STANDING
3.679,0.0596,0.0311,-0.0661,-0.0329,0.0151,0.0013,STANDING
3.68,0.0596,0.0311,-0.0661,-0.0329,0.0151,0.0013,STANDING
3.737,-0.0311,0.0388,0.0299,-0.0329,0.0151,0.0013,STANDING
3.737,-0.0311,0.0388,0.0299,-0.0134,-0.0106,0.0007,STANDING
3.738,-0.0311,0.0388,0.0299,-0.0134,-0.0106,0.0007,STANDING
3.739,-0.0311,0.0388,0.0299,-0.0134,-0.0106,0.0007,STANDING
3.74,-0.0311,0.0388,0.0299,-0.0134,-0.0106,0.0007,STANDING
3.744,-0.0311,0.0388,0.0299,-0.0134,-0.0106,0.0007,STANDING
3.806,-0.0311,0.0388,0.0299,-0.0134,-0.0106,0.0007,STANDING
3.865,-0.0311,0.0388,0.0299,-0.0134,-0.0106,0.0007,STANDING
3.925,-0.0311,0.0388,0.0299,-0.0134,-0.0106,0.0007,STANDING
3.926,-0.0311,0.0388,0.0299,-0.0134,-0.0106,0.0007,STANDING
3.926,-0.0311,0.0388,0.0299,-0.0134,-0.0106,0.0007,STANDING
3.927,-0.0311,0.0388,0.0299,-0.0134,-0.0106,0.0007,STANDING
3.928,-0.0254,0.0129,0.0767,-0.0134,-0.0106,0.0007,STANDING
3.928,-0.0254,0.0129,0.0767,-0.003,0.001,0.0068,STANDING
3.929,-0.0254,0.0129,0.0767,-0.003,0.001,0.0068,STANDING
3.987,-0.0254,0.0129,0.0767,-0.003,0.001,0.0068,STANDING
3.987,-0.0254,0.0129,0.0767,-0.003,0.001,0.0068,STANDING
3.988,-0.0254,0.0129,0.0767,-0.003,0.001,0.0068,STANDING
4.037,-0.0254,0.0129,0.0767,-0.003,0.001,0.0068,STANDING
4.038,-0.0254,0.0129,0.0767,-0.003,0.001,0.0068,STANDING
4.038,-0.0254,0.0129,0.0767,-0.003,0.001,0.0068,STANDING
4.105,-0.0254,0.0129,0.0767,-0.003,0.001,0.0068,STANDING
4.106,-0.0254,0.0129,0.0767,-0.003,0.001,0.0068,STANDING
4.165,0.0373,-0.0529,-0.0065,0.0104,-0.0057,0.0074,STANDING
4.166,0.0373,-0.0529,-0.0065,0.0104,-0.0057,0.0074,STANDING
4.277,0.0447,-0.0494,0.0269,0.0104,-0.0057,0.0074,STANDING
4.278,0.0447,-0.0494,0.0269,-0.0207,-0.0161,-0.0232,STANDING
4.28,0.0447,-0.0494,0.0269,-0.0207,-0.0161,-0.0232,STANDING
4.281,0.0447,-0.0494,0.0269,-0.0207,-0.0161,-0.0232,STANDING
4.342,0.0447,-0.0494,0.0269,-0.0207,-0.0161,-0.0232,STANDING
4.343,0.0447,-0.0494,0.0269,-0.0207,-0.0161,-0.0232,STANDING
4.344,0.0447,-0.0494,0.0269,-0.0207,-0.0161,-0.0232,STANDING
4.344,0.0447,-0.0494,0.0269,-0.0207,-0.0161,-0.0232,STANDING
4.402,0.0447,-0.0494,0.0269,-0.0207,-0.0161,-0.0232,STANDING
4.402,0.0447,-0.0494,0.0269,-0.0207,-0.0161,-0.0232,STANDING
4.403,0.0447,-0.0494,0.0269,-0.0207,-0.0161,-0.0232,STANDING
4.457,-0.0313,0.034,0.1138,-0.0207,-0.0161,-0.0232,STANDING
4.458,-0.0313,0.034,0.1138,-0.0207,-0.0161,-0.0232,STANDING
4.468,-0.0313,0.034,0.1138,0.0226,-0.0185,0.0214,STANDING
4.469,-0.0313,0.034,0.1138,0.0226,-0.0185,0.0214,STANDING
4.47,-0.0313,0.034,0.1138,0.0226,-0.0185,0.0214,STANDING
4.47,-0.0313,0.034,0.1138,0.0226,-0.0185,0.0214,STANDING
4.471,-0.0313,0.034,0.1138,0.0226,-0.0185,0.0214,STANDING
4.517,-0.0313,0.034,0.1138,0.0226,-0.0185,0.0214,STANDING
4.518,-0.0313,0.034,0.1138,0.0226,-0.0185,0.0214,STANDING
4.518,-0.0313,0.034,0.1138,0.0226,-0.0185,0.0214,STANDING
4.584,-0.0313,0.034,0.1138,0.0226,-0.0185,0.0214,STANDING
4.585,-0.0313,0.034,0.1138,0.0226,-0.0185,0.0214,STANDING
4.638,0.0155,0.0659,0.0736,-0.0574,-0.0094,-0.0024,STANDING
4.64,0.0155,0.0659,0.0736,-0.0574,-0.0094,-0.0024,STANDING
4.641,0.0155,0.0659,0.0736,-0.0574,-0.0094,-0.0024,STANDING
4.642,0.0155,0.0659,0.0736,-0.0574,-0.0094,-0.0024,STANDING
4.701,0.0155,0.0659,0.0736,-0.0574,-0.0094,-0.0024,STANDING
4.759,0.0155,0.0659,0.0736,-0.0574,-0.0094,-0.0024,STANDING
4.759,0.0155,0.0659,0.0736,-0.0574,-0.0094,-0.0024,STANDING
4.817,0.016,0.1254,-0.0758,-0.0574,-0.0094,-0.0024,STANDING
4.818,0.016,0.1254,-0.0758,-0.0042,-0.0075,0.0184,STANDING
4.826,0.016,0.1254,-0.0758,-0.0042,-0.0075,0.0184,STANDING
4.827,0.016,0.1254,-0.0758,-0.0042,-0.0075,0.0184,STANDING
4.827,0.016,0.1254,-0.0758,-0.0042,-0.0075,0.0184,STANDING
4.885,0.016,0.1254,-0.0758,-0.0042,-0.0075,0.0184,STANDING
4.886,0.016,0.1254,-0.0758,-0.0042,-0.0075,0.0184,STANDING
4.939,0.016,0.1254,-0.0758,-0.0042,-0.0075,0.0184,STANDING
4.997,0.016,0.1254,-0.0758,-0.0042,-0.0075,0.0184,STANDING
5.005,0.016,0.1254,-0.0758,-0.0042,-0.0075,0.0184,STANDING
5.006,0.016,0.1254,-0.0758,-0.0042,-0.0075,0.0184,STANDING
5.007,0.016,0.1254,-0.0758,-0.0042,-0.0075,0.0184,STANDING
5.009,-0.0751,0.0202,0.0073,0.0037,0.0053,0.0056,STANDING
5.009,-0.0751,0.0202,0.0073,0.0037,0.0053,0.0056,STANDING
5.064,-0.0751,0.0202,0.0073,0.0037,0.0053,0.0056,STANDING
5.065,-0.0751,0.0202,0.0073,0.0037,0.0053,0.0056,STANDING
5.124,-0.0751,0.0202,0.0073,0.0037,0.0053,0.0056,STANDING
5.126,-0.0751,0.0202,0.0073,0.0037,0.0053,0.0056,STANDING
5.182,-0.0751,0.0202,0.0073,0.0037,0.0053,0.0056,STANDING
5.183,-0.0751,0.0202,0.0073,0.0037,0.0053,0.0056,STANDING
5.186,0.0137,-0.0084,0.0141,0.0355,0.0065,0.0001,STANDING
5.186,0.0137,-0.0084,0.0141,0.0355,0.0065,0.0001,STANDING
5.241,0.0137,-0.0084,0.0141,0.0355,0.0065,0.0001,STANDING
5.242,0.0137,-0.0084,0.0141,0.0355,0.0065,0.0001,STANDING
5.244,0.0137,-0.0084,0.0141,0.0355,0.0065,0.0001,STANDING
5.305,0.0137,-0.0084,0.0141,0.0355,0.0065,0.0001,STANDING
5.355,0.0137,-0.0084,0.0141,0.0355,0.0065,0.0001,STANDING
5.363,0.0137,-0.0084,0.0141,0.0355,0.0065,0.0001,STANDING
5.364,0.0137,-0.0084,0.0141,0.0355,0.0065,0.0001,STANDING
5.366,0.0549,0.0477,-0.0013,0.0092,-0.0088,0.0104,STANDING
5.417,0.0549,0.0477,-0.0013,0.0092,-0.0088,0.0104,STANDING
5.418,0.0549,0.0477,-0.0013,0.0092,-0.0088,0.0104,STANDING
5.418,0.0549,0.0477,-0.0013,0.0092,-0.0088,0.0104,STANDING
5.477,0.0549,0.0477,-0.0013,0.0092,-0.0088,0.0104,STANDING
5.542,0.0549,0.0477,-0.0013,0.0092,-0.0088,0.0104,STANDING
5.543,0.0549,0.0477,-0.0013,0.0092,-0.0088,0.0104,STANDING
5.544,0.0579,-0.0121,-0.0421,0.0092,-0.0088,0.0104,STANDING
5.545,0.0579,-0.0121,-0.0421,-0.0336,-0.0118,-0.0097,STANDING
5.606,0.0579,-0.0121,-0.0421,-0.0336,-0.0118,-0.0097,STANDING
5.606,0.0579,-0.0121,-0.0421,-0.0336,-0.0118,-0.0097,STANDING
5.657,0.0579,-0.0121,-0.0421,-0.0336,-0.0118,-0.0097,STANDING
5.658,0.0579,-0.0121,-0.0421,-0.0336,-0.0118,-0.0097,STANDING
5.659,0.0579,-0.0121,-0.0421,-0.0336,-0.0118,-0.0097,STANDING
5.721,0.0579,-0.0121,-0.0421,-0.0336,-0.0118,-0.0097,STANDING
5.722,0.0579,-0.0121,-0.0421,-0.0336,-0.0118,-0.0097,STANDING
5.722,0.0328,0.0025,0.0469,-0.0336,-0.0118,-0.0097,STANDING
5.723,0.0328,0.0025,0.0469,0.0318,-0.0112,-0.003,STANDING
5.723,0.0328,0.0025,0.0469,0.0318,-0.0112,-0.003,STANDING
5.779,0.0328,0.0025,0.0469,0.0318,-0.0112,-0.003,STANDING
5.779,0.0328,0.0025,0.0469,0.0318,-0.0112,-0.003,STANDING
5.844,0.0328,0.0025,0.0469,0.0318,-0.0112,-0.003,STANDING
5.899,0.0345,-0.0068,-0.0654,0.0318,-0.0112,-0.003,STANDING
5.9,0.0345,-0.0068,-0.0654,0.0269,0.0181,0.0141,STANDING
5.901,0.0345,-0.0068,-0.0654,0.0269,0.0181,0.0141,STANDING
5.902,0.0345,-0.0068,-0.0654,0.0269,0.0181,0.0141,STANDING
5.902,0.0345,-0.0068,-0.0654,0.0269,0.0181,0.0141,STANDING
5.956,0.0345,-0.0068,-0.0654,0.0269,0.0181,0.0141,STANDING
5.956,0.0345,-0.0068,-0.0654,0.0269,0.0181,0.0141,STANDING
6.024,0.0345,-0.0068,-0.0654,0.0269,0.0181,0.0141,STANDING
6.027,0.0345,-0.0068,-0.0654,0.0269,0.0181,0.0141,STANDING
6.086,0.0345,-0.0068,-0.0654,0.0269,0.0181,0.0141,STANDING
6.087,0.0345,-0.0068,-0.0654,0.0269,0.0181,0.0141,STANDING
6.088,-0.0176,0.0911,-0.0202,0.0269,0.0181,0.0141,STANDING
6.089,-0.0176,0.0911,-0.0202,0.0013,-0.024,0.0184,STANDING
6.089,-0.0176,0.0911,-0.0202,0.0013,-0.024,0.0184,STANDING
6.138,-0.0176,0.0911,-0.0202,0.0013,-0.024,0.0184,STANDING
6.139,-0.0176,0.0911,-0.0202,0.0013,-0.024,0.0184,STANDING
6.14,-0.0176,0.0911,-0.0202,0.0013,-0.024,0.0184,STANDING
6.2,-0.0176,0.0911,-0.0202,0.0013,-0.024,0.0184,STANDING
6.202,-0.0176,0.0911,-0.0202,0.0013,-0.024,0.0184,STANDING
6.264,-0.0091,0.0255,0.0451,0.0043,0.0053,-0.0012,STANDING
6.265,-0.0091,0.0255,0.0451,0.0043,0.0053,-0.0012,STANDING
6.322,-0.0091,0.0255,0.0451,0.0043,0.0053,-0.0012,STANDING
6.322,-0.0091,0.0255,0.0451,0.0043,0.0053,-0.0012,STANDING
6.378,-0.0091,0.0255,0.0451,0.0043,0.0053,-0.0012,STANDING
6.379,-0.0091,0.0255,0.0451,0.0043,0.0053,-0.0012,STANDING
6.443,-0.0091,0.0255,0.0451,0.0043,0.0053,-0.0012,STANDING
6.445,-0.0091,0.0255,0.0451,-0.0097,0.0083,0.0043,STANDING
6.445,-0.0091,0.0255,0.0451,-0.0097,0.0083,0.0043,STANDING
6.446,-0.0091,0.0255,0.0451,-0.0097,0.0083,0.0043,STANDING
6.448,-0.0091,0.0255,0.0451,-0.0097,0.0083,0.0043,STANDING
6.448,0.0215,0.0519,-0.0309,-0.0097,0.0083,0.0043,STANDING
6.498,0.0215,0.0519,-0.0309,-0.0097,0.0083,0.0043,STANDING
6.499,0.0215,0.0519,-0.0309,-0.0097,0.0083,0.0043,STANDING
6.564,0.0215,0.0519,-0.0309,-0.0097,0.0083,0.0043,STANDING
6.566,0.0215,0.0519,-0.0309,-0.0097,0.0083,0.0043,STANDING
6.618,0.0516,0.0612,-0.0752,-0.0097,0.0083,0.0043,STANDING
6.619,0.0516,0.0612,-0.0752,-0.0097,0.0083,0.0043,STANDING
6.62,0.0516,0.0612,-0.0752,0.0019,0.0035,0.0013,STANDING
6.622,0.0516,0.0612,-0.0752,0.0019,0.0035,0.0013,STANDING
6.675,0.0516,0.0612,-0.0752,0.0019,0.0035,0.0013,STANDING
6.679,0.0516,0.0612,-0.0752,0.0019,0.0035,0.0013,STANDING
6.737,0.0516,0.0612,-0.0752,0.0019,0.0035,0.0013,STANDING
6.737,0.0516,0.0612,-0.0752,0.0019,0.0035,0.0013,STANDING
6.738,0.0516,0.0612,-0.0752,0.0019,0.0035,0.0013,STANDING
6.795,0.0516,0.0612,-0.0752,0.0019,0.0035,0.0013,STANDING
6.796,0.0516,0.0612,-0.0752,0.0019,0.0035,0.0013,STANDING
6.797,0.0209,0.0479,-0.0026,0.0019,0.0035,0.0013,STANDING
6.798,0.0209,0.0479,-0.0026,0.0037,-0.0069,0.008,STANDING
6.858,0.0209,0.0479,-0.0026,0.0037,-0.0069,0.008,STANDING
6.918,0.0209,0.0479,-0.0026,0.0037,-0.0069,0.008,STANDING
6.919,0.0209,0.0479,-0.0026,0.0037,-0.0069,0.008,STANDING
6.976,0.0446,-0.0112,0.0202,0.0037,-0.0069,0.008,STANDING
6.977,0.0446,-0.0112,0.0202,-0.0262,0.02,0.0074,STANDING
6.986,0.0446,-0.0112,0.0202,-0.0262,0.02,0.0074,STANDING
6.987,0.0446,-0.0112,0.0202,-0.0262,0.02,0.0074,STANDING
6.988,0.0446,-0.0112,0.0202,-0.0262,0.02,0.0074,STANDING
6.988,0.0446,-0.0112,0.0202,-0.0262,0.02,0.0074,STANDING
7.097,0.0446,-0.0112,0.0202,-0.0262,0.02,0.0074,STANDING
7.097,0.0446,-0.0112,0.0202,-0.0262,0.02,0.0074,STANDING
7.167,0.0446,-0.0112,0.0202,-0.0262,0.02,0.0074,STANDING
7.17,0.0446,-0.0112,0.0202,-0.0262,0.02,0.0074,STANDING
7.17,0.057,0.0419,-0.1086,-0.0262,0.02,0.0074,STANDING
7.171,0.057,0.0419,-0.1086,-0.0262,0.02,0.0074,STANDING
7.172,0.057,0.0419,-0.1086,-0.0781,0.0016,0.0269,STANDING
7.227,0.057,0.0419,-0.1086,-0.0781,0.0016,0.0269,STANDING
7.228,0.057,0.0419,-0.1086,-0.0781,0.0016,0.0269,STANDING
7.229,0.057,0.0419,-0.1086,-0.0781,0.0016,0.0269,STANDING
7.285,0.057,0.0419,-0.1086,-0.0781,0.0016,0.0269,STANDING
7.349,0.057,0.0419,-0.1086,-0.0781,0.0016,0.0269,STANDING
7.349,0.0635,0.0529,0.0113,-0.0781,0.0016,0.0269,STANDING
7.35,0.0635,0.0529,0.0113,-0.0781,0.0016,0.0269,STANDING
7.35,0.0635,0.0529,0.0113,-0.0781,0.0016,0.0269,STANDING
7.351,0.0635,0.0529,0.0113,-0.0659,0.0603,0.0886,STANDING
7.399,0.0635,0.0529,0.0113,-0.0659,0.0603,0.0886,STANDING
7.46,0.0635,0.0529,0.0113,-0.0659,0.0603,0.0886,STANDING
7.461,0.0635,0.0529,0.0113,-0.0659,0.0603,0.0886,STANDING
7.518,0.1684,-0.3513,0.3915,-0.0659,0.0603,0.0886,STANDING
7.519,0.1684,-0.3513,0.3915,0.0239,-0.0234,-0.0158,STANDING
7.521,0.1684,-0.3513,0.3915,0.0239,-0.0234,-0.0158,STANDING
7.522,0.1684,-0.3513,0.3915,0.0239,-0.0234,-0.0158,STANDING
7.574,0.1684,-0.3513,0.3915,0.0239,-0.0234,-0.0158,STANDING
7.58,0.1684,-0.3513,0.3915,0.0239,-0.0234,-0.0158,STANDING
7.639,0.1684,-0.3513,0.3915,0.0239,-0.0234,-0.0158,STANDING
7.696,-0.0843,-0.0113,-0.0282,0.0239,-0.0234,-0.0158,STANDING
7.697,-0.0843,-0.0113,-0.0282,0.0996,0.0438,-0.0262,STANDING
7.697,-0.0843,-0.0113,-0.0282,0.0996,0.0438,-0.0262,STANDING
7.706,-0.0843,-0.0113,-0.0282,0.0996,0.0438,-0.0262,STANDING
7.754,-0.0843,-0.0113,-0.0282,0.0996,0.0438,-0.0262,STANDING
7.759,-0.0843,-0.0113,-0.0282,0.0996,0.0438,-0.0262,STANDING
7.826,-0.0843,-0.0113,-0.0282,0.0996,0.0438,-0.0262,STANDING
7.827,-0.0843,-0.0113,-0.0282,0.0996,0.0438,-0.0262,STANDING
7.877,0.0597,-0.0825,-0.1512,0.0996,0.0438,-0.0262,STANDING
7.878,0.0597,-0.0825,-0.1512,0.1008,-0.043,0.0306,STANDING
7.881,0.0597,-0.0825,-0.1512,0.1008,-0.043,0.0306,STANDING
7.882,0.0597,-0.0825,-0.1512,0.1008,-0.043,0.0306,STANDING
7.882,0.0597,-0.0825,-0.1512,0.1008,-0.043,0.0306,STANDING
7.944,0.0597,-0.0825,-0.1512,0.1008,-0.043,0.0306,STANDING
7.945,0.0597,-0.0825,-0.1512,0.1008,-0.043,0.0306,STANDING
7.946,0.0597,-0.0825,-0.1512,0.1008,-0.043,0.0306,STANDING
8.004,0.0597,-0.0825,-0.1512,0.1008,-0.043,0.0306,STANDING
8.006,0.0597,-0.0825,-0.1512,0.1008,-0.043,0.0306,STANDING
8.056,0.0597,-0.0825,-0.1512,0.1008,-0.043,0.0306,STANDING
8.067,0.0597,-0.0825,-0.1512,0.1008,-0.043,0.0306,STANDING
8.116,-0.0867,-0.0499,0.0477,-0.0598,-0.0161,-0.0378,STANDING
8.118,-0.0867,-0.0499,0.0477,-0.0598,-0.0161,-0.0378,STANDING
8.184,-0.0867,-0.0499,0.0477,-0.0598,-0.0161,-0.0378,STANDING
8.236,-0.0385,0.0748,0.0002,-0.0598,-0.0161,-0.0378,STANDING
8.238,-0.0385,0.0748,0.0002,0.1008,-0.0259,0.0019,STANDING
8.24,-0.0385,0.0748,0.0002,0.1008,-0.0259,0.0019,STANDING
8.306,-0.0385,0.0748,0.0002,0.1008,-0.0259,0.0019,STANDING
8.362,-0.0385,0.0748,0.0002,0.1008,-0.0259,0.0019,STANDING
8.363,-0.0385,0.0748,0.0002,0.1008,-0.0259,0.0019,STANDING
8.424,-0.0385,0.0748,0.0002,0.1008,-0.0259,0.0019,STANDING
8.425,-0.0385,0.0748,0.0002,0.1008,-0.0259,0.0019,STANDING
8.427,-0.1024,0.0876,-0.0361,0.1008,-0.0259,0.0019,STANDING
8.428,-0.1024,0.0876,-0.0361,-0.0659,-0.0033,-0.0006,STANDING
8.479,-0.1024,0.0876,-0.0361,-0.0659,-0.0033,-0.0006,STANDING
8.537,-0.1024,0.0876,-0.0361,-0.0659,-0.0033,-0.0006,STANDING
8.596,0.0651,-0.2387,0.0406,-0.0659,-0.0033,-0.0006,STANDING
8.597,0.0651,-0.2387,0.0406,-0.0659,-0.0033,-0.0006,STANDING
8.607,0.0651,-0.2387,0.0406,0.0263,0.0212,-0.0262,STANDING
8.608,0.0651,-0.2387,0.0406,0.0263,0.0212,-0.0262,STANDING
8.665,0.0651,-0.2387,0.0406,0.0263,0.0212,-0.0262,STANDING
